epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,934.54,1.27759,0.61597,0.00356,0.83474,0.69031,0.74773,0.48025,1.22722,0.55879,0.00461,0.0011906,0.0011906,0.0011906
26,967.468,1.31138,0.60209,0.00362,0.64369,0.654,0.73165,0.48542,1.25023,0.54222,0.00463,0.00118812,0.00118812,0.00118812
27,1000.43,1.25805,0.58913,0.00353,0.56313,0.81076,0.75954,0.49437,1.23752,0.52925,0.00465,0.00118565,0.00118565,0.00118565
28,1033.25,1.26416,0.58028,0.00341,0.67139,0.73371,0.70682,0.48534,1.2085,0.53253,0.00449,0.00118317,0.00118317,0.00118317
29,1066.06,1.25474,0.57334,0.00358,0.67516,0.79105,0.76153,0.49797,1.22504,0.53415,0.00448,0.0011807,0.0011807,0.0011807
30,1099.08,1.25257,0.56959,0.00343,0.63093,0.72872,0.71033,0.48912,1.19128,0.5233,0.00443,0.00117822,0.00117822,0.00117822
31,1132.41,1.26059,0.57779,0.00344,0.63576,0.66273,0.72153,0.49147,1.2242,0.52402,0.00456,0.00117575,0.00117575,0.00117575
32,1165.65,1.24417,0.55142,0.00349,0.86307,0.66819,0.74073,0.48374,1.17391,0.51941,0.00434,0.00117327,0.00117327,0.00117327
33,1198.96,1.26317,0.56973,0.00354,0.71119,0.66697,0.71265,0.48507,1.19777,0.52263,0.00451,0.0011708,0.0011708,0.0011708
34,1232.09,1.23036,0.54523,0.00344,0.78789,0.78649,0.80415,0.52696,1.18662,0.49421,0.00445,0.00116833,0.00116833,0.00116833
35,1265.66,1.23997,0.54854,0.0034,0.80923,0.70421,0.73967,0.50122,1.1859,0.49228,0.00442,0.00116585,0.00116585,0.00116585
36,1299.67,1.22989,0.54305,0.00344,0.66135,0.73951,0.73232,0.50433,1.17956,0.4811,0.00443,0.00116337,0.00116337,0.00116337
37,1333,1.22163,0.53407,0.00346,0.58992,0.83706,0.74836,0.51672,1.17232,0.48086,0.00442,0.0011609,0.0011609,0.0011609
38,1365.94,1.24565,0.5505,0.00335,0.67115,0.78038,0.78958,0.51338,1.1664,0.48284,0.0044,0.00115843,0.00115843,0.00115843
39,1399.68,1.24539,0.55623,0.00343,0.87203,0.62881,0.71012,0.48857,1.20549,0.5328,0.00448,0.00115595,0.00115595,0.00115595
40,1433.95,1.23985,0.55163,0.00338,0.75865,0.73037,0.74695,0.50967,1.17052,0.49407,0.00434,0.00115348,0.00115348,0.00115348
41,1470.5,1.22443,0.5299,0.00344,0.74789,0.81444,0.84544,0.53954,1.18738,0.47259,0.00443,0.001151,0.001151,0.001151
42,1507.98,1.22932,0.53242,0.00332,0.79514,0.87615,0.86787,0.51645,1.17749,0.49809,0.00439,0.00114853,0.00114853,0.00114853
43,1542.5,1.21489,0.52735,0.00329,0.68411,0.81834,0.75565,0.52318,1.13659,0.47619,0.00426,0.00114605,0.00114605,0.00114605
44,1575.59,1.22639,0.52497,0.00335,0.69863,0.71874,0.73773,0.50636,1.17672,0.50223,0.00434,0.00114357,0.00114357,0.00114357
45,1608.74,1.21706,0.5343,0.00332,0.78223,0.67437,0.74744,0.50454,1.18089,0.49323,0.00448,0.0011411,0.0011411,0.0011411
46,1642.18,1.217,0.52704,0.0033,0.77855,0.73772,0.76791,0.5157,1.15012,0.46506,0.00425,0.00113863,0.00113863,0.00113863
47,1675.45,1.19725,0.5165,0.00318,0.70911,0.7798,0.77545,0.52299,1.14416,0.47917,0.0042,0.00113615,0.00113615,0.00113615
48,1709.05,1.19532,0.51876,0.00326,0.77926,0.67333,0.73858,0.50897,1.17665,0.46757,0.00431,0.00113368,0.00113368,0.00113368
49,1742.22,1.19144,0.51547,0.00337,0.74711,0.77039,0.80376,0.53677,1.136,0.44569,0.00421,0.0011312,0.0011312,0.0011312
50,1775.13,1.18661,0.51083,0.0032,0.70035,0.79557,0.77458,0.53473,1.14323,0.45613,0.00424,0.00112873,0.00112873,0.00112873
51,1808.08,1.21156,0.50473,0.0033,0.71195,0.74154,0.73443,0.5156,1.15355,0.48213,0.00433,0.00112625,0.00112625,0.00112625
52,1841.74,1.18684,0.5034,0.00322,0.78558,0.72573,0.78534,0.532,1.13873,0.45479,0.00426,0.00112378,0.00112378,0.00112378
53,1875.88,1.19751,0.50587,0.00325,0.67746,0.74285,0.73337,0.51394,1.14704,0.48127,0.00427,0.0011213,0.0011213,0.0011213
54,1908.63,1.17447,0.4978,0.00324,0.60173,0.76565,0.75133,0.52571,1.12586,0.47272,0.00414,0.00111882,0.00111882,0.00111882
55,1941.79,1.19255,0.51004,0.00316,0.61129,0.78057,0.74515,0.51161,1.16366,0.46678,0.00429,0.00111635,0.00111635,0.00111635
56,1974.83,1.18484,0.49328,0.00318,0.80024,0.74756,0.79473,0.53757,1.10952,0.43909,0.00409,0.00111388,0.00111388,0.00111388
57,2007.79,1.18055,0.48933,0.00317,0.659,0.79586,0.76286,0.51615,1.13425,0.45433,0.00426,0.0011114,0.0011114,0.0011114
58,2041.04,1.1788,0.49569,0.00318,0.6386,0.72982,0.72522,0.51281,1.13681,0.4692,0.00418,0.00110892,0.00110892,0.00110892
59,2074.07,1.19878,0.49367,0.00325,0.62651,0.73686,0.74234,0.52391,1.12747,0.44515,0.00418,0.00110645,0.00110645,0.00110645
60,2106.89,1.17399,0.48548,0.00316,0.73367,0.72847,0.77653,0.53604,1.10768,0.44634,0.00413,0.00110397,0.00110397,0.00110397
61,2139.66,1.18244,0.49224,0.00323,0.76945,0.77834,0.78173,0.52359,1.13397,0.45447,0.00416,0.0011015,0.0011015,0.0011015
62,2173.18,1.16794,0.47913,0.00316,0.76798,0.85297,0.80312,0.55341,1.1038,0.42385,0.00404,0.00109903,0.00109903,0.00109903
63,2206.22,1.16979,0.49784,0.00313,0.74445,0.76453,0.75682,0.5156,1.1211,0.4576,0.00413,0.00109655,0.00109655,0.00109655
64,2238.86,1.18079,0.48982,0.00327,0.6998,0.71825,0.7498,0.52466,1.15821,0.45212,0.00424,0.00109408,0.00109408,0.00109408
65,2271.01,1.16932,0.48984,0.0032,0.83494,0.74756,0.8417,0.56297,1.1143,0.42488,0.00412,0.0010916,0.0010916,0.0010916
66,2304.2,1.1554,0.47545,0.00322,0.90815,0.76515,0.83072,0.56331,1.11645,0.44095,0.00418,0.00108913,0.00108913,0.00108913
67,2336.86,1.1496,0.47515,0.00313,0.86535,0.78857,0.861,0.56951,1.11294,0.42848,0.0041,0.00108665,0.00108665,0.00108665
68,2370,1.15318,0.46164,0.00316,0.73245,0.72175,0.77022,0.5521,1.11245,0.42703,0.0041,0.00108417,0.00108417,0.00108417
69,2403.09,1.15137,0.48309,0.00312,0.72258,0.82954,0.79713,0.54705,1.09974,0.41667,0.00406,0.0010817,0.0010817,0.0010817
70,2436.14,1.15951,0.47332,0.00317,0.62297,0.75059,0.76608,0.54719,1.10039,0.4194,0.00416,0.00107923,0.00107923,0.00107923
71,2469.24,1.15011,0.47012,0.0032,0.64218,0.80515,0.75579,0.53569,1.11194,0.42929,0.00408,0.00107675,0.00107675,0.00107675
72,2502.13,1.14676,0.47843,0.00312,0.73502,0.83676,0.82841,0.55502,1.09969,0.42975,0.00409,0.00107427,0.00107427,0.00107427
73,2535.64,1.16078,0.48802,0.00309,0.71038,0.85858,0.82593,0.556,1.09707,0.43495,0.00405,0.0010718,0.0010718,0.0010718
74,2568.4,1.13987,0.4712,0.00308,0.68978,0.75267,0.74569,0.53574,1.09975,0.43607,0.00407,0.00106933,0.00106933,0.00106933
75,2601.72,1.13057,0.45564,0.00314,0.76662,0.84094,0.81669,0.55687,1.10328,0.42487,0.00408,0.00106685,0.00106685,0.00106685
76,2635.83,1.14049,0.46257,0.00308,0.85756,0.76378,0.84308,0.57817,1.09406,0.42607,0.00406,0.00106437,0.00106437,0.00106437
77,2669.25,1.14299,0.46954,0.00308,0.71168,0.84115,0.82691,0.5608,1.09104,0.41899,0.00404,0.0010619,0.0010619,0.0010619
78,2702.09,1.13711,0.47255,0.00309,0.72882,0.85247,0.7975,0.55199,1.09932,0.42547,0.00406,0.00105942,0.00105942,0.00105942
79,2735.25,1.15186,0.47334,0.00313,0.65499,0.83994,0.76065,0.5409,1.08668,0.41117,0.00403,0.00105695,0.00105695,0.00105695
80,2768.62,1.13171,0.46131,0.00309,0.88751,0.74223,0.79706,0.55235,1.08562,0.42199,0.00404,0.00105448,0.00105448,0.00105448
81,2802.65,1.10838,0.44761,0.00301,0.79518,0.75587,0.79064,0.56511,1.08895,0.41713,0.00401,0.001052,0.001052,0.001052
82,2835.82,1.14337,0.46398,0.00307,0.75422,0.84587,0.84038,0.5605,1.08478,0.40882,0.00408,0.00104952,0.00104952,0.00104952
83,2869.28,1.11599,0.45199,0.00305,0.84949,0.77111,0.82479,0.57797,1.05737,0.4015,0.00388,0.00104705,0.00104705,0.00104705
84,2902.27,1.13356,0.47063,0.00299,0.81566,0.77996,0.83541,0.56188,1.06926,0.41003,0.00394,0.00104458,0.00104458,0.00104458
85,2935.35,1.1073,0.45521,0.00303,0.75287,0.71798,0.75231,0.53541,1.09664,0.4224,0.00404,0.0010421,0.0010421,0.0010421
86,2968.64,1.13757,0.44834,0.00306,0.79168,0.81354,0.84993,0.57463,1.0674,0.39239,0.00395,0.00103962,0.00103962,0.00103962
87,3002.3,1.11531,0.4522,0.00307,0.79831,0.78749,0.82253,0.56669,1.07266,0.38777,0.00398,0.00103715,0.00103715,0.00103715
88,3035.29,1.11615,0.45102,0.00302,0.67621,0.88908,0.84054,0.55478,1.09955,0.41719,0.00414,0.00103468,0.00103468,0.00103468
89,3068.99,1.12213,0.4552,0.00295,0.79395,0.77068,0.79935,0.55987,1.06975,0.39721,0.00397,0.0010322,0.0010322,0.0010322
90,3101.92,1.11035,0.4462,0.00296,0.72245,0.88996,0.83108,0.56414,1.08372,0.39837,0.00403,0.00102972,0.00102972,0.00102972
91,3134.94,1.10059,0.44465,0.003,0.76517,0.82004,0.85519,0.56899,1.0804,0.40076,0.004,0.00102725,0.00102725,0.00102725
92,3168.05,1.10828,0.43046,0.00304,0.80287,0.78808,0.85189,0.56205,1.07237,0.40956,0.00395,0.00102478,0.00102478,0.00102478
93,3201.14,1.12589,0.451,0.00298,0.69093,0.83276,0.79832,0.55971,1.08417,0.42462,0.00397,0.0010223,0.0010223,0.0010223
94,3233.96,1.11586,0.43691,0.00299,0.77969,0.83848,0.86072,0.57543,1.07663,0.40296,0.00395,0.00101983,0.00101983,0.00101983
95,3266.63,1.11083,0.44138,0.00294,0.73864,0.74903,0.77127,0.5527,1.06853,0.40653,0.00393,0.00101735,0.00101735,0.00101735
96,3300.09,1.11681,0.4343,0.00287,0.73843,0.76719,0.77165,0.56528,1.06133,0.3908,0.00391,0.00101488,0.00101488,0.00101488
97,3333.3,1.11184,0.43781,0.00305,0.74588,0.89888,0.81697,0.56368,1.07333,0.40835,0.00393,0.0010124,0.0010124,0.0010124
98,3366.45,1.10315,0.43494,0.00295,0.75576,0.82581,0.77944,0.5632,1.05109,0.38487,0.00391,0.00100993,0.00100993,0.00100993
99,3400.62,1.09247,0.42615,0.00293,0.78977,0.8661,0.86313,0.58696,1.06003,0.3861,0.00393,0.00100745,0.00100745,0.00100745
100,3434.01,1.0885,0.42913,0.00298,0.8255,0.74892,0.81729,0.567,1.05844,0.3985,0.00389,0.00100497,0.00100497,0.00100497
101,3467.39,1.09014,0.42908,0.00296,0.76141,0.80196,0.77534,0.5698,1.03839,0.4042,0.00383,0.0010025,0.0010025,0.0010025
102,3500.42,1.09286,0.43154,0.00291,0.82209,0.77384,0.8375,0.58812,1.05397,0.41005,0.00391,0.00100003,0.00100003,0.00100003
103,3533.64,1.08299,0.41959,0.00288,0.86499,0.79288,0.81532,0.5674,1.05606,0.40421,0.00392,0.00099755,0.00099755,0.00099755
104,3566.88,1.07762,0.42231,0.00297,0.79848,0.8218,0.84294,0.59226,1.05012,0.40695,0.00383,0.000995075,0.000995075,0.000995075
105,3599.91,1.08563,0.4206,0.00291,0.75226,0.80552,0.80233,0.59255,1.0377,0.38173,0.00382,0.0009926,0.0009926,0.0009926
106,3633.22,1.09346,0.43597,0.00285,0.68651,0.86623,0.7866,0.56975,1.04021,0.401,0.00384,0.000990125,0.000990125,0.000990125
107,3666.22,1.08269,0.42811,0.00294,0.72023,0.76422,0.77532,0.57745,1.04585,0.40116,0.00385,0.00098765,0.00098765,0.00098765
108,3698.88,1.07426,0.42365,0.00286,0.72406,0.79827,0.79437,0.58138,1.06208,0.40766,0.00392,0.000985175,0.000985175,0.000985175
109,3731.94,1.08674,0.42779,0.00286,0.82498,0.90581,0.89781,0.5947,1.04142,0.39731,0.00385,0.0009827,0.0009827,0.0009827
110,3765.12,1.0735,0.41408,0.00289,0.6993,0.77293,0.79749,0.57152,1.02714,0.39543,0.00379,0.000980225,0.000980225,0.000980225
111,3798.05,1.07303,0.42309,0.00291,0.86596,0.87578,0.89742,0.59282,1.03291,0.40205,0.00381,0.00097775,0.00097775,0.00097775
112,3831.07,1.09539,0.42967,0.00284,0.83588,0.77665,0.81235,0.57752,1.03097,0.39082,0.00379,0.000975275,0.000975275,0.000975275
113,3864.32,1.07434,0.42498,0.00282,0.78289,0.87298,0.85468,0.58769,1.06254,0.41167,0.00393,0.0009728,0.0009728,0.0009728
114,3897.29,1.06357,0.40533,0.00291,0.78613,0.81722,0.80608,0.5955,1.01487,0.39025,0.00369,0.000970325,0.000970325,0.000970325
115,3930.55,1.06242,0.41908,0.00282,0.83717,0.78794,0.81086,0.59746,1.01818,0.38255,0.00374,0.00096785,0.00096785,0.00096785
116,3963.77,1.05171,0.40881,0.00282,0.7914,0.85281,0.84743,0.58978,1.03825,0.37729,0.00383,0.000965375,0.000965375,0.000965375
117,3996.43,1.07169,0.41083,0.00289,0.91554,0.76519,0.82237,0.59345,1.02292,0.37551,0.00378,0.0009629,0.0009629,0.0009629
118,4029.22,1.06145,0.41344,0.00284,0.82615,0.79025,0.80287,0.57818,1.03964,0.38865,0.00386,0.000960425,0.000960425,0.000960425
119,4062.32,1.06995,0.42179,0.00275,0.73117,0.77162,0.79885,0.58182,1.01902,0.42033,0.00376,0.00095795,0.00095795,0.00095795
120,4095.69,1.05653,0.4145,0.00282,0.87475,0.81511,0.85543,0.61478,1.00725,0.39258,0.00371,0.000955475,0.000955475,0.000955475
121,4129.1,1.06744,0.41389,0.0028,0.79395,0.86946,0.88621,0.58592,1.01325,0.40074,0.00375,0.000953,0.000953,0.000953
122,4161.9,1.05924,0.41754,0.00279,0.82681,0.83109,0.87368,0.60953,1.00904,0.39416,0.00369,0.000950525,0.000950525,0.000950525
123,4195.12,1.06886,0.42025,0.00278,0.7889,0.80005,0.81571,0.5915,1.01618,0.39542,0.00369,0.00094805,0.00094805,0.00094805
124,4227.92,1.06865,0.42151,0.00285,0.73741,0.78177,0.79241,0.59125,1.00681,0.3904,0.00366,0.000945575,0.000945575,0.000945575
125,4261.03,1.06236,0.41922,0.00283,0.86633,0.84109,0.92213,0.60705,1.01048,0.38169,0.00373,0.0009431,0.0009431,0.0009431
126,4293.86,1.04756,0.4112,0.0028,0.80425,0.83231,0.85408,0.60639,0.9912,0.38643,0.00363,0.000940625,0.000940625,0.000940625
127,4326.72,1.04225,0.40639,0.00278,0.73134,0.81403,0.77666,0.58082,0.99369,0.41498,0.0037,0.00093815,0.00093815,0.00093815
128,4360,1.05111,0.39817,0.00283,0.7979,0.82348,0.81131,0.59032,0.9938,0.38709,0.00365,0.000935675,0.000935675,0.000935675
129,4393.25,1.05171,0.39406,0.00281,0.70651,0.81708,0.78244,0.57266,1.03298,0.38366,0.00383,0.0009332,0.0009332,0.0009332
130,4425.99,1.04158,0.39846,0.00275,0.73158,0.80428,0.75469,0.56515,1.0033,0.41864,0.00373,0.000930725,0.000930725,0.000930725
131,4459.3,1.03985,0.40282,0.00274,0.82754,0.7935,0.83926,0.60194,0.98718,0.38535,0.00364,0.00092825,0.00092825,0.00092825
132,4492.11,1.02649,0.39358,0.00279,0.89995,0.71524,0.80068,0.5973,1.00667,0.3832,0.00371,0.000925775,0.000925775,0.000925775
133,4525.37,1.06204,0.41367,0.00271,0.93587,0.82018,0.8949,0.59377,1.00759,0.39492,0.00366,0.0009233,0.0009233,0.0009233
134,4558.36,1.05503,0.4113,0.00278,0.85977,0.84623,0.85932,0.59583,0.97496,0.365,0.0036,0.000920825,0.000920825,0.000920825
135,4591.42,1.053,0.4066,0.00275,0.86083,0.90234,0.92892,0.62102,1.05078,0.38733,0.00381,0.00091835,0.00091835,0.00091835
136,4624.05,1.06707,0.4022,0.00281,0.93076,0.82151,0.86663,0.59042,0.99439,0.35948,0.00368,0.000915875,0.000915875,0.000915875
137,4656.8,1.03634,0.40822,0.0027,0.89578,0.88782,0.89424,0.60784,1.00028,0.36148,0.00361,0.0009134,0.0009134,0.0009134
138,4689.85,1.03702,0.39762,0.00267,0.86701,0.83451,0.85419,0.62699,0.97759,0.3629,0.0036,0.000910925,0.000910925,0.000910925
139,4723.11,1.03271,0.39516,0.00267,0.93585,0.78012,0.83918,0.59474,0.99762,0.35827,0.00367,0.00090845,0.00090845,0.00090845
140,4756.65,1.0237,0.39758,0.00275,0.82849,0.85956,0.86924,0.59628,0.98892,0.38294,0.00369,0.000905975,0.000905975,0.000905975
141,4789.42,1.03599,0.39739,0.00272,0.81421,0.77235,0.79155,0.59016,0.99514,0.37243,0.00365,0.0009035,0.0009035,0.0009035
142,4821.87,1.0451,0.40117,0.00277,0.82854,0.8173,0.8551,0.60637,0.9848,0.36739,0.00359,0.000901025,0.000901025,0.000901025
143,4855.11,1.03497,0.39111,0.00274,0.75624,0.76348,0.76004,0.57295,0.98728,0.36659,0.00368,0.00089855,0.00089855,0.00089855
144,4888.26,1.04099,0.39965,0.00269,0.86097,0.7358,0.77541,0.58298,0.99375,0.37837,0.00361,0.000896075,0.000896075,0.000896075
145,4922.23,1.03499,0.4018,0.0027,0.82586,0.87239,0.88099,0.61692,0.98229,0.35998,0.00361,0.0008936,0.0008936,0.0008936
146,4954.81,1.03,0.39998,0.00269,0.875,0.76105,0.82942,0.60563,0.9806,0.35797,0.0036,0.000891125,0.000891125,0.000891125
147,4987.76,1.02681,0.39297,0.00269,0.90051,0.88871,0.91297,0.61382,0.98609,0.36581,0.0036,0.00088865,0.00088865,0.00088865
148,5021.04,1.01441,0.38876,0.00272,0.84533,0.7658,0.82353,0.59753,0.98209,0.36147,0.00359,0.000886175,0.000886175,0.000886175
149,5053.82,1.02863,0.39481,0.00271,0.88432,0.82586,0.86924,0.61146,0.98488,0.37671,0.00358,0.0008837,0.0008837,0.0008837
150,5086.75,1.00782,0.38982,0.00266,0.80448,0.83366,0.86069,0.61481,0.96395,0.36182,0.00351,0.000881225,0.000881225,0.000881225
151,5120.07,1.0148,0.39179,0.00269,0.76235,0.82552,0.79031,0.57455,0.98756,0.3892,0.0036,0.00087875,0.00087875,0.00087875
152,5153.25,1.01142,0.39049,0.00268,0.77878,0.82356,0.8039,0.60414,0.96256,0.36692,0.00354,0.000876275,0.000876275,0.000876275
153,5186.07,1.0301,0.39512,0.0026,0.72196,0.84486,0.7966,0.59368,0.99235,0.3715,0.0036,0.0008738,0.0008738,0.0008738
154,5218.95,1.02111,0.38797,0.00268,0.80332,0.86968,0.84166,0.60888,0.95222,0.35625,0.00346,0.000871325,0.000871325,0.000871325
155,5252.35,1.00991,0.39068,0.00263,0.85068,0.88272,0.87534,0.61599,0.97497,0.38208,0.00353,0.00086885,0.00086885,0.00086885
156,5285.19,0.99985,0.38872,0.00267,0.79372,0.86396,0.86287,0.61993,0.95645,0.35647,0.00351,0.000866375,0.000866375,0.000866375
157,5318.26,1.00515,0.38334,0.00265,0.79705,0.77628,0.80495,0.60124,0.97087,0.3739,0.00353,0.0008639,0.0008639,0.0008639
158,5350.76,1.01834,0.38714,0.00262,0.78743,0.85364,0.85369,0.59965,0.96229,0.36492,0.0035,0.000861425,0.000861425,0.000861425
159,5383.76,1.01226,0.39216,0.00266,0.88432,0.74292,0.80703,0.61505,0.95603,0.36379,0.00353,0.00085895,0.00085895,0.00085895
160,5416.33,1.01927,0.38749,0.00271,0.80163,0.80882,0.82495,0.59955,0.96458,0.3557,0.00351,0.000856475,0.000856475,0.000856475
161,5450.07,1.01406,0.38176,0.00267,0.78611,0.79969,0.78809,0.59822,0.96934,0.35396,0.00357,0.000854,0.000854,0.000854
162,5483.6,0.99423,0.37686,0.00265,0.70687,0.78865,0.78714,0.60211,0.94239,0.34747,0.00343,0.000851525,0.000851525,0.000851525
163,5517.53,1.01261,0.38187,0.00261,0.87532,0.81728,0.85477,0.61325,0.94299,0.3384,0.00345,0.00084905,0.00084905,0.00084905
164,5550.68,0.98418,0.37903,0.0026,0.84772,0.86202,0.86813,0.60817,0.94444,0.35915,0.0035,0.000846575,0.000846575,0.000846575
165,5583.96,0.99642,0.38419,0.00265,0.83748,0.83765,0.83836,0.62063,0.95708,0.34744,0.00346,0.0008441,0.0008441,0.0008441
166,5617.06,1.0078,0.37806,0.00263,0.79103,0.81943,0.81108,0.60648,0.96018,0.35887,0.00352,0.000841625,0.000841625,0.000841625
167,5650.04,1.00252,0.38546,0.00267,0.74163,0.79967,0.77723,0.5975,0.94452,0.35275,0.00347,0.00083915,0.00083915,0.00083915
168,5682.85,1.01384,0.37992,0.00261,0.7552,0.8096,0.78427,0.60539,0.95373,0.35814,0.00349,0.000836675,0.000836675,0.000836675
169,5715.68,0.98315,0.36767,0.00257,0.83416,0.71928,0.80605,0.61269,0.94874,0.34806,0.00345,0.0008342,0.0008342,0.0008342
170,5749.3,0.98554,0.36631,0.00255,0.9351,0.73562,0.80454,0.6116,0.95001,0.3456,0.00346,0.000831725,0.000831725,0.000831725
171,5782.39,0.96689,0.36433,0.00253,0.80383,0.7906,0.82609,0.62933,0.93195,0.35991,0.00344,0.00082925,0.00082925,0.00082925
172,5815.34,0.99155,0.36791,0.00265,0.84414,0.79443,0.80158,0.61938,0.96404,0.35042,0.00353,0.000826775,0.000826775,0.000826775
173,5848.65,0.97401,0.36698,0.00255,0.7831,0.79204,0.80719,0.61323,0.92952,0.3401,0.0034,0.0008243,0.0008243,0.0008243
174,5882.48,0.98319,0.37488,0.00261,0.83394,0.75191,0.81527,0.6292,0.94504,0.3429,0.00343,0.000821825,0.000821825,0.000821825
175,5916.11,0.97668,0.36573,0.0026,0.8125,0.79351,0.80901,0.61585,0.94485,0.35411,0.00347,0.00081935,0.00081935,0.00081935
176,5949.36,0.99376,0.3692,0.00267,0.83496,0.78094,0.8063,0.61394,0.93924,0.3511,0.00345,0.000816875,0.000816875,0.000816875
177,5983.27,0.9871,0.37181,0.00258,0.74795,0.80894,0.78879,0.61475,0.9265,0.33571,0.00336,0.0008144,0.0008144,0.0008144
178,6020.16,0.9825,0.37625,0.00249,0.80915,0.74654,0.78672,0.59528,0.91751,0.35407,0.00334,0.000811925,0.000811925,0.000811925
179,6057.25,0.97766,0.3788,0.00252,0.82054,0.7667,0.79058,0.6137,0.92464,0.35605,0.00336,0.00080945,0.00080945,0.00080945
180,6090.13,0.96867,0.36172,0.00252,0.97287,0.71869,0.81846,0.62078,0.91537,0.35039,0.00329,0.000806975,0.000806975,0.000806975
181,6123.23,0.97669,0.36538,0.00258,0.84526,0.71882,0.78999,0.61254,0.91918,0.33727,0.00334,0.0008045,0.0008045,0.0008045
182,6156.87,0.98776,0.37821,0.00257,0.83194,0.83513,0.83966,0.59953,0.92634,0.34897,0.0034,0.000802025,0.000802025,0.000802025
183,6190.1,0.97628,0.36763,0.00261,0.85725,0.78851,0.83356,0.60424,0.92628,0.33611,0.00334,0.00079955,0.00079955,0.00079955
184,6223.11,0.96612,0.36398,0.00261,0.85007,0.73124,0.80111,0.61327,0.91788,0.3372,0.00334,0.000797075,0.000797075,0.000797075
