epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,2309.57,1.34269,0.50316,0.00312,0.94449,0.90565,0.96353,0.60546,0.58085,0.3582,0.00211,0.00112873,0.00112873,0.00112873
51,2345.52,1.37436,0.49455,0.0031,0.95026,0.93226,0.9635,0.61116,0.57888,0.2494,0.00212,0.00112625,0.00112625,0.00112625
52,2381.2,1.37486,0.47654,0.00303,0.93761,0.92103,0.96375,0.6053,0.5912,0.24852,0.00216,0.00112378,0.00112378,0.00112378
53,2417.24,1.36464,0.48333,0.00306,0.94996,0.91774,0.96179,0.61571,0.57741,0.25046,0.0021,0.0011213,0.0011213,0.0011213
54,2455.41,1.36725,0.49134,0.00299,0.93997,0.93448,0.96066,0.61388,0.58582,0.28829,0.0022,0.00111882,0.00111882,0.00111882
55,2491.14,1.33695,0.49549,0.00296,0.92445,0.92755,0.95784,0.6253,0.55563,0.24997,0.00208,0.00111635,0.00111635,0.00111635
56,2528.08,1.34219,0.50786,0.00303,0.92807,0.90806,0.96297,0.63135,0.55627,0.33746,0.00205,0.00111388,0.00111388,0.00111388
57,2564.11,1.3562,0.51013,0.00299,0.92914,0.9305,0.9678,0.62696,0.56938,0.30217,0.00209,0.0011114,0.0011114,0.0011114
58,2601.3,1.35094,0.48678,0.00297,0.94156,0.92742,0.9713,0.61908,0.56686,0.30241,0.00211,0.00110892,0.00110892,0.00110892
59,2644,1.31383,0.46308,0.00296,0.9461,0.9059,0.96643,0.6205,0.56336,0.25566,0.00209,0.00110645,0.00110645,0.00110645
60,2681.22,1.33763,0.47906,0.00292,0.94572,0.9273,0.96795,0.63308,0.55188,0.23534,0.00204,0.00110397,0.00110397,0.00110397
61,2721.99,1.32922,0.48849,0.00293,0.93976,0.91613,0.9597,0.62849,0.56142,0.22908,0.0021,0.0011015,0.0011015,0.0011015
62,2759.8,1.3458,0.4885,0.00289,0.94496,0.92903,0.97063,0.62622,0.55759,0.25994,0.00212,0.00109903,0.00109903,0.00109903
63,2797.64,1.30103,0.46215,0.00299,0.94592,0.9129,0.96258,0.6307,0.55402,0.23041,0.00205,0.00109655,0.00109655,0.00109655
64,2838.69,1.31835,0.46399,0.00293,0.95312,0.92258,0.97174,0.63334,0.56032,0.22478,0.00207,0.00109408,0.00109408,0.00109408
65,2876.81,1.32686,0.45885,0.00289,0.9464,0.93971,0.97176,0.63444,0.55593,0.23126,0.00206,0.0010916,0.0010916,0.0010916
66,2916.03,1.33377,0.47324,0.00301,0.95512,0.92671,0.97659,0.62684,0.55149,0.22112,0.0021,0.00108913,0.00108913,0.00108913
67,2954.44,1.32391,0.46172,0.00295,0.94076,0.91935,0.95756,0.61804,0.56854,0.25122,0.00214,0.00108665,0.00108665,0.00108665
68,2993.97,1.32985,0.47739,0.00285,0.94574,0.90968,0.9668,0.63524,0.54272,0.23826,0.00203,0.00108417,0.00108417,0.00108417
69,3042.26,1.31329,0.46882,0.00289,0.93844,0.92097,0.9694,0.62787,0.55461,0.22806,0.00204,0.0010817,0.0010817,0.0010817
70,3092.96,1.2999,0.4627,0.00297,0.92663,0.94194,0.96769,0.62931,0.55374,0.22869,0.00206,0.00107923,0.00107923,0.00107923
71,3142.52,1.29383,0.45338,0.00302,0.9549,0.93387,0.96484,0.63022,0.55079,0.24119,0.00207,0.00107675,0.00107675,0.00107675
72,3191.33,1.32115,0.46963,0.00289,0.93674,0.92258,0.96936,0.62393,0.56208,0.22406,0.00207,0.00107427,0.00107427,0.00107427
73,3240.03,1.30027,0.45742,0.00285,0.9539,0.92258,0.97032,0.62451,0.56287,0.22162,0.0021,0.0010718,0.0010718,0.0010718
74,3284.9,1.32461,0.46989,0.00287,0.93533,0.91935,0.9753,0.64672,0.52735,0.22659,0.002,0.00106933,0.00106933,0.00106933
75,3329.64,1.29679,0.46265,0.0029,0.94515,0.90323,0.96776,0.62948,0.56499,0.22764,0.00203,0.00106685,0.00106685,0.00106685
76,3371.1,1.27509,0.45593,0.00275,0.94673,0.93065,0.97296,0.6365,0.54562,0.23059,0.002,0.00106437,0.00106437,0.00106437
77,3412.92,1.26907,0.46734,0.00289,0.94435,0.93051,0.97654,0.6325,0.55494,0.24826,0.00208,0.0010619,0.0010619,0.0010619
78,3454.45,1.26525,0.45905,0.00288,0.94422,0.91774,0.97052,0.63783,0.54981,0.27822,0.00204,0.00105942,0.00105942,0.00105942
79,3496.51,1.2959,0.47196,0.00288,0.94702,0.93065,0.97965,0.62877,0.55795,0.23572,0.00206,0.00105695,0.00105695,0.00105695
80,3538.12,1.27416,0.46707,0.00283,0.93843,0.93414,0.97646,0.62963,0.5571,0.21458,0.00207,0.00105448,0.00105448,0.00105448
81,3579.6,1.28743,0.45948,0.00288,0.94756,0.92742,0.97253,0.63804,0.54657,0.23167,0.00204,0.001052,0.001052,0.001052
82,3621.43,1.28122,0.44644,0.0028,0.9661,0.93226,0.9738,0.62414,0.53788,0.22699,0.002,0.00104952,0.00104952,0.00104952
83,3662.89,1.27756,0.44531,0.00276,0.94918,0.93226,0.97219,0.63314,0.54677,0.22196,0.00204,0.00104705,0.00104705,0.00104705
84,3704.31,1.29264,0.45728,0.0029,0.93484,0.9256,0.96457,0.63094,0.55684,0.25048,0.00206,0.00104458,0.00104458,0.00104458
85,3745.99,1.27931,0.4577,0.00283,0.9491,0.93235,0.97101,0.635,0.55244,0.2272,0.00201,0.0010421,0.0010421,0.0010421
86,3787.32,1.27374,0.44229,0.0028,0.94337,0.93226,0.97492,0.6342,0.54769,0.23959,0.00201,0.00103962,0.00103962,0.00103962
87,3828.57,1.26189,0.44976,0.00278,0.95075,0.93407,0.97726,0.62501,0.55986,0.27322,0.00205,0.00103715,0.00103715,0.00103715
88,3869.82,1.28603,0.46532,0.00265,0.9517,0.92154,0.9726,0.62947,0.55031,0.22712,0.00207,0.00103468,0.00103468,0.00103468
89,3910.79,1.24321,0.44197,0.00276,0.95146,0.91682,0.97207,0.62703,0.55442,0.23036,0.00206,0.0010322,0.0010322,0.0010322
90,3952.32,1.28096,0.45415,0.00292,0.94472,0.93717,0.97771,0.63995,0.53755,0.21087,0.00201,0.00102972,0.00102972,0.00102972
91,3993.7,1.2603,0.44241,0.00278,0.95813,0.92281,0.97834,0.64743,0.53306,0.19588,0.002,0.00102725,0.00102725,0.00102725
92,4035.22,1.24091,0.43507,0.00276,0.95647,0.92097,0.97956,0.63786,0.54395,0.2004,0.00205,0.00102478,0.00102478,0.00102478
93,4070.1,1.26962,0.45976,0.00266,0.95162,0.92001,0.97361,0.63121,0.55755,0.21775,0.00209,0.0010223,0.0010223,0.0010223
94,4104.63,1.28,0.46293,0.00267,0.9515,0.9176,0.97174,0.63536,0.55098,0.21505,0.00203,0.00101983,0.00101983,0.00101983
95,4139.86,1.26596,0.44245,0.00278,0.94843,0.93065,0.97468,0.63346,0.54719,0.19999,0.00204,0.00101735,0.00101735,0.00101735
96,4174.8,1.2217,0.44875,0.00265,0.94762,0.93367,0.97215,0.65094,0.51511,0.20458,0.00195,0.00101488,0.00101488,0.00101488
97,4212.03,1.23975,0.47203,0.0027,0.94836,0.92258,0.97838,0.64176,0.54718,0.20744,0.00201,0.0010124,0.0010124,0.0010124
98,4246.78,1.23886,0.45323,0.00272,0.94001,0.93513,0.97206,0.64273,0.54257,0.21117,0.00201,0.00100993,0.00100993,0.00100993
99,4281.83,1.23149,0.45513,0.00265,0.9766,0.92258,0.97715,0.63221,0.54175,0.20433,0.00206,0.00100745,0.00100745,0.00100745
100,4316.83,1.23005,0.44728,0.00266,0.9536,0.92804,0.98033,0.64265,0.53523,0.20159,0.00203,0.00100497,0.00100497,0.00100497
101,4351.93,1.22287,0.43469,0.00267,0.94023,0.93886,0.98069,0.64039,0.54319,0.21991,0.00204,0.0010025,0.0010025,0.0010025
102,4387.27,1.27109,0.4538,0.00282,0.94137,0.93226,0.97215,0.64448,0.53132,0.20817,0.00201,0.00100003,0.00100003,0.00100003
103,4423.94,1.24381,0.43744,0.00267,0.96974,0.93045,0.97603,0.64892,0.533,0.18563,0.002,0.00099755,0.00099755,0.00099755
104,4458.61,1.24512,0.44692,0.00265,0.94258,0.92581,0.97379,0.63571,0.54866,0.20417,0.00209,0.000995075,0.000995075,0.000995075
105,4493.41,1.2398,0.44249,0.00273,0.95584,0.92097,0.9793,0.64097,0.53495,0.21531,0.00202,0.0009926,0.0009926,0.0009926
106,4528.55,1.24003,0.44692,0.00267,0.94611,0.93226,0.97543,0.64059,0.54122,0.21061,0.00205,0.000990125,0.000990125,0.000990125
107,4563.35,1.2227,0.43438,0.00261,0.95376,0.92097,0.98137,0.64855,0.51246,0.19924,0.00196,0.00098765,0.00098765,0.00098765
108,4600.3,1.2444,0.44214,0.00275,0.96958,0.92534,0.98334,0.64098,0.53031,0.19362,0.00202,0.000985175,0.000985175,0.000985175
109,4635.05,1.23475,0.43264,0.00277,0.95708,0.94839,0.98448,0.64109,0.5373,0.19895,0.00204,0.0009827,0.0009827,0.0009827
110,4670.17,1.25153,0.44369,0.00269,0.94557,0.92419,0.98195,0.63863,0.54419,0.2011,0.00205,0.000980225,0.000980225,0.000980225
111,4705.53,1.20738,0.43717,0.00263,0.95905,0.9371,0.98527,0.6477,0.53468,0.20376,0.00205,0.00097775,0.00097775,0.00097775
112,4740.74,1.21694,0.43522,0.0027,0.97176,0.94032,0.98492,0.63516,0.54993,0.19915,0.00208,0.000975275,0.000975275,0.000975275
113,4775.2,1.20895,0.42967,0.00263,0.95569,0.93871,0.97744,0.64426,0.5304,0.2072,0.00203,0.0009728,0.0009728,0.0009728
114,4811.85,1.21987,0.42024,0.00262,0.98298,0.91613,0.98602,0.64815,0.52912,0.19436,0.00199,0.000970325,0.000970325,0.000970325
115,4846.45,1.20354,0.43468,0.00262,0.97295,0.93065,0.98401,0.65114,0.52564,0.21278,0.00202,0.00096785,0.00096785,0.00096785
116,4881.25,1.20606,0.42774,0.00268,0.94421,0.94194,0.98253,0.63993,0.54163,0.20177,0.00205,0.000965375,0.000965375,0.000965375
117,4915.97,1.21699,0.43133,0.00257,0.96261,0.92742,0.98101,0.64578,0.54106,0.20291,0.00203,0.0009629,0.0009629,0.0009629
118,4951.23,1.17945,0.4274,0.00261,0.94571,0.93548,0.98392,0.64235,0.53168,0.20765,0.002,0.000960425,0.000960425,0.000960425
119,4986.55,1.21395,0.43068,0.00258,0.96706,0.93065,0.98462,0.6477,0.54036,0.20851,0.00203,0.00095795,0.00095795,0.00095795
120,5019.95,1.21944,0.43879,0.00262,0.95726,0.92581,0.98116,0.64327,0.54363,0.21423,0.00205,0.000955475,0.000955475,0.000955475
121,5054.58,1.19892,0.42557,0.00255,0.964,0.93548,0.98262,0.64881,0.53927,0.19036,0.00202,0.000953,0.000953,0.000953
122,5089.36,1.21709,0.43655,0.00269,0.94861,0.92304,0.97346,0.64086,0.53371,0.21923,0.00199,0.000950525,0.000950525,0.000950525
123,5124.01,1.19476,0.42558,0.00261,0.95328,0.95429,0.97716,0.64151,0.55825,0.19958,0.00208,0.00094805,0.00094805,0.00094805
124,5158.87,1.2075,0.41787,0.00264,0.95106,0.94039,0.98512,0.65045,0.53555,0.19738,0.002,0.000945575,0.000945575,0.000945575
125,5195.74,1.18882,0.40874,0.00255,0.96145,0.92531,0.98407,0.64683,0.53056,0.25721,0.00199,0.0009431,0.0009431,0.0009431
126,5230.57,1.18619,0.42326,0.00264,0.96349,0.93632,0.98655,0.64497,0.52905,0.18619,0.00199,0.000940625,0.000940625,0.000940625
127,5265.7,1.1951,0.42861,0.00259,0.95576,0.94089,0.98382,0.65856,0.52629,0.2007,0.002,0.00093815,0.00093815,0.00093815
128,5300.2,1.16482,0.40516,0.00261,0.95621,0.95101,0.98427,0.65636,0.51869,0.19231,0.00197,0.000935675,0.000935675,0.000935675
129,5335.13,1.20841,0.42834,0.00256,0.96302,0.92097,0.98102,0.65937,0.52071,0.19443,0.00193,0.0009332,0.0009332,0.0009332
130,5369.94,1.20836,0.42855,0.00267,0.93672,0.92419,0.97922,0.65729,0.52045,0.1892,0.00193,0.000930725,0.000930725,0.000930725
131,5407.06,1.1948,0.42231,0.00259,0.94457,0.93447,0.98133,0.64962,0.52541,0.18717,0.00201,0.00092825,0.00092825,0.00092825
132,5442.02,1.19529,0.42011,0.00259,0.95277,0.9435,0.9841,0.65805,0.52657,0.18181,0.00197,0.000925775,0.000925775,0.000925775
133,5476.86,1.19263,0.41138,0.00258,0.96725,0.93871,0.98506,0.65001,0.52869,0.18886,0.00201,0.0009233,0.0009233,0.0009233
134,5511.62,1.19195,0.41818,0.00253,0.94494,0.9412,0.98337,0.65774,0.51842,0.23368,0.00196,0.000920825,0.000920825,0.000920825
135,5546.4,1.17977,0.41293,0.00258,0.9554,0.93289,0.98226,0.65284,0.5165,0.18494,0.00196,0.00091835,0.00091835,0.00091835
136,5581.32,1.17832,0.41753,0.00254,0.94138,0.93248,0.98171,0.64193,0.53432,0.19388,0.00202,0.000915875,0.000915875,0.000915875
137,5615.02,1.21327,0.42285,0.00267,0.95967,0.92121,0.9842,0.64763,0.52851,0.19586,0.00198,0.0009134,0.0009134,0.0009134
138,5649.94,1.19625,0.42888,0.00261,0.96908,0.90976,0.9825,0.65247,0.51311,0.19197,0.00195,0.000910925,0.000910925,0.000910925
139,5684.63,1.18211,0.41105,0.00252,0.94421,0.94516,0.98599,0.65442,0.51035,0.18261,0.00196,0.00090845,0.00090845,0.00090845
140,5719.09,1.18666,0.409,0.00251,0.96038,0.93838,0.98471,0.65685,0.51308,0.17825,0.00194,0.000905975,0.000905975,0.000905975
141,5753.8,1.18676,0.41836,0.00255,0.93596,0.94194,0.98096,0.65366,0.51933,0.18382,0.00197,0.0009035,0.0009035,0.0009035
142,5790.47,1.19085,0.41312,0.00247,0.95985,0.92548,0.98279,0.65501,0.51418,0.18402,0.00196,0.000901025,0.000901025,0.000901025
143,5825.79,1.16703,0.42113,0.00246,0.95585,0.93226,0.97569,0.65686,0.50829,0.17864,0.00194,0.00089855,0.00089855,0.00089855
144,5862.01,1.18309,0.41632,0.00246,0.96029,0.93606,0.98522,0.66264,0.50308,0.17777,0.00193,0.000896075,0.000896075,0.000896075
145,5897.22,1.15775,0.40847,0.00259,0.95432,0.92742,0.98262,0.65403,0.52324,0.18927,0.00196,0.0008936,0.0008936,0.0008936
146,5932.43,1.15502,0.41338,0.00244,0.95032,0.94516,0.98537,0.65989,0.50959,0.23695,0.00194,0.000891125,0.000891125,0.000891125
147,5967.23,1.14316,0.40872,0.00244,0.95788,0.93548,0.98439,0.65489,0.51855,0.19536,0.00199,0.00088865,0.00088865,0.00088865
148,6004.35,1.18117,0.42195,0.00253,0.96471,0.92596,0.9812,0.65044,0.52121,0.18682,0.00197,0.000886175,0.000886175,0.000886175
149,6039.19,1.1478,0.40501,0.00255,0.95536,0.9321,0.9837,0.65622,0.51538,0.20205,0.00196,0.0008837,0.0008837,0.0008837
150,6073.97,1.17066,0.42764,0.00251,0.96121,0.93871,0.98414,0.65074,0.51952,0.19382,0.00198,0.000881225,0.000881225,0.000881225
151,6108.74,1.16767,0.41121,0.00253,0.946,0.93251,0.98075,0.65265,0.51192,0.18759,0.00194,0.00087875,0.00087875,0.00087875
152,6143.81,1.17334,0.41178,0.00255,0.96165,0.93065,0.98485,0.65921,0.51652,0.19454,0.00191,0.000876275,0.000876275,0.000876275
153,6178.47,1.15362,0.39634,0.00249,0.95613,0.94902,0.97683,0.65674,0.52036,0.19292,0.00196,0.0008738,0.0008738,0.0008738
154,6212.16,1.1481,0.40081,0.00246,0.96206,0.94064,0.98389,0.65565,0.52372,0.18597,0.00199,0.000871325,0.000871325,0.000871325
155,6247.03,1.13448,0.40258,0.00245,0.96288,0.9204,0.98276,0.65953,0.50907,0.19155,0.00193,0.00086885,0.00086885,0.00086885
156,6282.03,1.15617,0.41405,0.00247,0.94752,0.93193,0.9811,0.65345,0.51087,0.19921,0.00195,0.000866375,0.000866375,0.000866375
157,6317.44,1.12797,0.4002,0.00249,0.96349,0.9364,0.9833,0.65015,0.50747,0.18336,0.00197,0.0008639,0.0008639,0.0008639
158,6352.26,1.15957,0.41357,0.00247,0.95993,0.92736,0.9815,0.65362,0.51063,0.18304,0.00197,0.000861425,0.000861425,0.000861425
159,6389.34,1.14211,0.40999,0.00253,0.96984,0.93364,0.98543,0.65492,0.49915,0.20214,0.00193,0.00085895,0.00085895,0.00085895
160,6424.01,1.14402,0.40499,0.0024,0.94999,0.93871,0.97582,0.64761,0.51096,0.19311,0.00198,0.000856475,0.000856475,0.000856475
161,6458.77,1.14954,0.39606,0.0024,0.96633,0.93548,0.98398,0.66028,0.50841,0.20427,0.00196,0.000854,0.000854,0.000854
162,6493.88,1.17057,0.40647,0.00254,0.94778,0.94194,0.97615,0.65044,0.51515,0.18948,0.00198,0.000851525,0.000851525,0.000851525
163,6528.86,1.14569,0.3933,0.00247,0.96163,0.92903,0.98387,0.64562,0.51539,0.19021,0.00198,0.00084905,0.00084905,0.00084905
164,6563.83,1.11909,0.4004,0.00247,0.95931,0.94194,0.97813,0.65483,0.51695,0.1811,0.002,0.000846575,0.000846575,0.000846575
165,6600.87,1.14418,0.40013,0.0024,0.95112,0.93226,0.98337,0.65436,0.51659,0.19359,0.00196,0.0008441,0.0008441,0.0008441
166,6635.68,1.12264,0.40148,0.00245,0.96439,0.94194,0.983,0.66339,0.49991,0.18724,0.00193,0.000841625,0.000841625,0.000841625
167,6670.56,1.15313,0.40215,0.00245,0.95823,0.92258,0.98205,0.65705,0.51503,0.18412,0.00196,0.00083915,0.00083915,0.00083915
168,6705.48,1.12701,0.38195,0.00241,0.9712,0.94194,0.98364,0.65678,0.50692,0.18303,0.00194,0.000836675,0.000836675,0.000836675
169,6740.41,1.13416,0.39235,0.00244,0.96427,0.94516,0.98619,0.65898,0.512,0.1843,0.00195,0.0008342,0.0008342,0.0008342
170,6775.38,1.10635,0.39246,0.0024,0.96214,0.94285,0.98469,0.66032,0.50506,0.18662,0.00191,0.000831725,0.000831725,0.000831725
171,6809.21,1.1471,0.40615,0.00255,0.95339,0.93871,0.98282,0.6471,0.51451,0.18785,0.00196,0.00082925,0.00082925,0.00082925
172,6843.95,1.11612,0.38801,0.00244,0.94439,0.95484,0.98583,0.66363,0.51117,0.19161,0.00194,0.000826775,0.000826775,0.000826775
173,6878.85,1.1203,0.38912,0.00244,0.96811,0.93025,0.98351,0.66915,0.50679,0.19014,0.00193,0.0008243,0.0008243,0.0008243
174,6913.42,1.10671,0.38975,0.00242,0.9617,0.93146,0.98232,0.67048,0.49936,0.17915,0.00192,0.000821825,0.000821825,0.000821825
175,6948.42,1.14098,0.3906,0.00232,0.9679,0.92258,0.98452,0.66369,0.50114,0.17524,0.00192,0.00081935,0.00081935,0.00081935
176,6985.38,1.10437,0.38359,0.00248,0.96445,0.91774,0.98258,0.66188,0.50816,0.18506,0.00192,0.000816875,0.000816875,0.000816875
177,7020.74,1.0965,0.3862,0.00237,0.96221,0.94451,0.98344,0.6607,0.50578,0.1813,0.00191,0.0008144,0.0008144,0.0008144
178,7055.7,1.11672,0.37546,0.00234,0.96066,0.9371,0.97576,0.65409,0.50871,0.17451,0.00196,0.000811925,0.000811925,0.000811925
179,7091.19,1.1051,0.38227,0.00237,0.95235,0.93485,0.98486,0.64806,0.52149,0.18381,0.00201,0.00080945,0.00080945,0.00080945
180,7126.76,1.13456,0.39107,0.0024,0.9473,0.92903,0.98042,0.65589,0.51104,0.18463,0.00196,0.000806975,0.000806975,0.000806975
181,7165.4,1.15876,0.39584,0.00247,0.96919,0.92581,0.98429,0.64853,0.5223,0.18928,0.00201,0.0008045,0.0008045,0.0008045
182,7198.69,1.10575,0.38789,0.00242,0.96061,0.93065,0.98008,0.66122,0.50429,0.18331,0.00194,0.000802025,0.000802025,0.000802025
183,7232.12,1.10565,0.38539,0.00227,0.96024,0.93491,0.98352,0.66149,0.50508,0.19564,0.00196,0.00079955,0.00079955,0.00079955
184,7266.01,1.12568,0.38651,0.0024,0.96062,0.94428,0.98314,0.66106,0.50249,0.18863,0.00194,0.000797075,0.000797075,0.000797075
